# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MORC3	MORC3	NM_001320445.1	protein_coding	0	23	31	1820	24	1	9	144	0	1473	31	0	0	0	5	0	0	0	0	18	173
MORC3	MORC3	NM_001320446.1	protein_coding	0	23	31	1820	24	1	14	144	0	1468	31	0	0	0	5	0	0	0	0	18	173
MORC3	MORC3	NM_015358.3	protein_coding	0	23	32	1818	23	1	6	145	0	1473	32	0	0	0	4	0	0	0	0	19	174
MRAP	MRAP	NM_001285394.2	protein_coding	0	8	9	887	7	2	6	152	0	610	9	0	0	0	1	0	0	0	0	5	113
MRAP	MRAP	NM_178817.4	protein_coding	1	8	10	884	7	1	4	152	0	610	10	0	0	1	1	0	0	0	0	6	113
MRAP	MRAP	NM_206898.1	protein_coding	1	5	5	969	5	1	4	162	0	686	5	0	0	1	0	0	0	0	0	4	113
MRPL39	MRPL39	NM_017446.4	protein_coding	1	17	20	776	0	0	1	114	0	544	20	0	0	0	4	1	0	0	0	13	121
MRPL39	MRPL39	NM_080794.4	protein_coding	1	17	21	775	1	0	1	114	0	542	21	0	0	0	5	1	0	0	0	13	121
MRPS6	MRPS6	NM_032476.4	protein_coding	0	5	10	2294	18	0	5	192	0	1948	10	0	0	0	2	0	0	0	0	5	131
MX1	MX1	NM_001144925.2	protein_coding	4	37	40	1351	29	5	24	160	0	1022	40	0	0	1	6	0	3	0	0	28	120
MX1	MX1	NM_001178046.2	protein_coding	4	34	40	1215	29	2	7	160	0	922	40	0	0	1	6	0	3	0	0	28	101
MX1	MX1	NM_001282920.1	protein_coding	2	23	29	1116	27	0	1	160	0	789	29	0	0	1	1	0	1	0	0	23	140
MX1	MX1	NM_002462.5	protein_coding	4	33	40	1209	29	1	6	160	0	919	40	0	0	1	6	0	3	0	0	28	99
MX2	MX2	NM_002463.2	protein_coding	0	31	45	1761	43	1	3	119	0	1444	45	0	0	0	5	0	0	0	1	26	154
N6AMT1	N6AMT1	NM_013240.6	protein_coding	1	7	16	689	143	0	2	155	0	243	16	0	1	0	4	0	0	0	0	3	150
N6AMT1	N6AMT1	NM_182749.4	protein_coding	1	5	16	576	6	0	3	178	0	243	16	0	1	0	2	0	0	0	0	3	149
N6AMT1	N6AMT1	NR_047510.2		1	4	0	707	0	0	0	155	0	359	0	49	1	0	4	0	0	0	0	0	149
NCAM2	NCAM2	NM_001352591.2	protein_coding	1	36	29	15978	135	0	4	155	0	15545	29	0	0	0	9	0	1	0	0	29	146
NCAM2	NCAM2	NM_001352592.2	protein_coding	1	39	28	15978	135	2	8	155	0	15541	28	0	0	0	9	0	1	0	0	30	146
NCAM2	NCAM2	NM_001352593.2	protein_coding	1	33	28	14366	37	0	4	129	0	14057	28	0	0	0	9	0	1	0	0	26	146
NCAM2	NCAM2	NM_001352594.2	protein_coding	1	31	28	14197	35	0	4	138	0	13881	28	0	0	0	10	0	1	0	0	24	146
NCAM2	NCAM2	NM_001352595.2	protein_coding	0	32	21	15991	135	0	4	155	0	15556	21	0	0	0	7	0	0	0	0	27	146
NCAM2	NCAM2	NM_001352596.2	protein_coding	1	25	25	12808	5	0	4	159	0	12500	25	0	0	0	7	0	1	0	0	19	146
NCAM2	NCAM2	NM_001352597.2	protein_coding	1	17	21	6972	3	1	1	164	0	6697	21	0	0	0	4	0	1	0	0	12	111
NCAM2	NCAM2	NM_004540.5	protein_coding	1	36	29	15978	135	0	4	155	0	15545	29	0	0	0	9	0	1	0	0	29	146
NDUFV3	NDUFV3	NM_001001503.2	protein_coding	0	4	9	939	111	0	0	159	0	517	9	0	0	0	3	0	0	0	0	2	154
NDUFV3	NDUFV3	NM_021075.4	protein_coding	1	16	30	905	111	0	0	159	0	484	30	0	0	0	4	0	1	0	0	13	154
NRIP1	NRIP1	NM_003489.4	protein_coding	0	34	74	2808	79	5	25	156	0	2402	74	0	0	0	1	0	0	0	0	28	147
OLIG1	OLIG1	NM_138983.3	protein_coding	0	6	7	313	32	0	3	150	0	0	7	0	0	0	0	0	0	0	0	6	128
OLIG2	OLIG2	NM_005806.4	protein_coding	0	10	12	337	34	0	4	154	0	22	12	0	0	0	0	0	0	0	0	10	123
PAXBP1	PAXBP1	NM_013329.4	protein_coding	0	16	23	916	9	0	0	126	0	650	23	0	0	0	3	0	0	0	0	14	133
PAXBP1	PAXBP1	NM_016631.4	protein_coding	1	22	24	1056	19	0	0	105	0	802	24	0	0	1	3	0	0	0	0	20	133
PAXBP1	PAXBP1	NR_027873.1		1	3	0	1101	0	0	0	105	0	802	0	69	0	1	3	0	0	0	0	0	129
PAXBP1-AS1	PAXBP1-AS1	NR_038879.1		0	0	0	578	0	0	0	114	0	261	0	82	0	0	0	0	0	0	0	0	121
PAXBP1-AS1	PAXBP1-AS1	NR_038880.1		0	0	0	331	0	0	0	103	0	36	0	71	0	0	0	0	0	0	0	0	121
PCBP3	PCBP3	NM_001130141.1	protein_coding	1	21	12	3396	35	2	6	206	0	3002	12	0	0	0	5	0	1	0	0	15	151
PCBP3	PCBP3	NM_001348238.2	protein_coding	1	23	13	8743	35	2	9	206	0	8366	13	0	0	0	7	0	1	0	0	15	132
PCBP3	PCBP3	NM_001348239.2	protein_coding	1	26	16	8737	35	2	11	206	0	8359	16	0	0	0	8	0	1	0	0	17	132
PCBP3	PCBP3	NM_001348240.2	protein_coding	1	26	16	8737	35	2	10	206	0	8360	16	0	0	0	8	0	1	0	0	17	132
PCBP3	PCBP3	NM_001348241.1	protein_coding	3	24	16	8093	35	2	9	206	0	7752	16	0	1	0	9	0	2	0	0	15	98
PCBP3	PCBP3	NM_001348242.1	protein_coding	0	26	12	8101	35	5	17	206	0	7751	12	0	0	0	8	0	0	0	0	14	98
PCBP3	PCBP3	NM_001348243.1	protein_coding	1	23	13	6236	35	3	11	206	0	5891	13	0	0	0	7	0	1	0	0	14	97
PCBP3	PCBP3	NM_001348244.2	protein_coding	1	23	13	3454	35	4	15	206	0	3040	13	0	0	0	6	0	1	0	0	14	161
PCBP3	PCBP3	NM_001348245.2	protein_coding	1	25	16	3449	35	4	15	206	0	3035	16	0	0	0	6	0	1	0	0	16	161
PCBP3	PCBP3	NM_020528.2	protein_coding	1	21	13	3395	35	2	6	206	0	3001	13	0	0	0	5	0	1	0	0	15	151
PCBP3	PCBP3	NR_145492.1		0	8	0	8125	0	0	0	206	0	7757	0	72	0	0	8	0	0	0	0	0	98
PCBP3	PCBP3	NR_145493.2		0	6	0	3479	0	0	0	206	0	3042	0	76	0	0	6	0	0	0	0	0	161
PCBP3-AS1	PCBP3-AS1	NR_038876.1		0	2	0	675	0	0	0	188	0	182	0	142	0	0	2	0	0	0	0	0	165
PCNT	PCNT	NM_001315529.2	protein_coding	3	177	294	4217	6	6	27	178	0	3871	294	0	1	0	38	0	2	0	0	142	165
PCNT	PCNT	NM_006031.6	protein_coding	4	175	315	4205	6	0	4	178	0	3892	315	0	1	0	40	0	3	0	0	144	157
PCP4	PCP4	NM_006198.3	protein_coding	0	1	0	2294	12	1	3	168	0	1942	0	0	0	0	0	0	0	0	0	0	169
PCSEAT	PCSEAT	NR_164474.1		0	0	0	405	0	0	0	171	0	0	0	75	0	0	0	0	0	0	0	0	159
PDE9A	PDE9A	NM_001001567.1	protein_coding	2	25	22	4174	7	0	2	136	0	3888	22	0	1	0	9	0	1	0	0	19	148
PDE9A	PDE9A	NM_001001568.1	protein_coding	2	22	20	4179	7	0	2	136	0	3893	20	0	1	0	9	0	1	0	0	16	148
PDE9A	PDE9A	NM_001001569.1	protein_coding	3	18	21	4181	7	0	2	136	0	3895	21	0	1	0	9	0	2	0	0	12	148
PDE9A	PDE9A	NM_001001570.1	protein_coding	3	22	23	4175	7	0	2	136	0	3889	23	0	1	0	9	0	2	0	0	16	148
PDE9A	PDE9A	NM_001001571.1	protein_coding	2	25	21	4175	7	0	2	136	0	3889	21	0	1	0	9	0	1	0	0	19	148
PDE9A	PDE9A	NM_001001572.1	protein_coding	2	17	17	4188	7	1	8	136	0	3895	17	0	1	0	7	0	1	0	0	11	148
PDE9A	PDE9A	NM_001001573.1	protein_coding	2	17	17	4188	7	1	15	136	0	3888	17	0	1	0	7	0	1	0	0	11	148
PDE9A	PDE9A	NM_001001574.1	protein_coding	2	22	21	4178	7	0	2	136	0	3892	21	0	1	0	9	0	1	0	0	16	148
PDE9A	PDE9A	NM_001001575.1	protein_coding	2	18	19	4184	7	0	2	136	0	3897	19	0	1	0	7	0	1	0	0	13	148
PDE9A	PDE9A	NM_001001576.1	protein_coding	2	20	17	4187	7	2	7	136	0	3896	17	0	1	0	9	0	1	0	0	11	148
PDE9A	PDE9A	NM_001001577.1	protein_coding	2	21	20	4180	7	0	2	136	0	3893	20	0	1	0	7	0	1	0	0	16	148
PDE9A	PDE9A	NM_001001578.1	protein_coding	4	18	24	4177	7	0	2	136	0	3891	24	0	1	0	9	0	3	0	0	12	148
PDE9A	PDE9A	NM_001001579.1	protein_coding	2	20	17	4187	7	2	9	136	0	3894	17	0	1	0	9	0	1	0	0	11	148
PDE9A	PDE9A	NM_001001580.1	protein_coding	2	17	17	4188	7	1	5	136	0	3898	17	0	1	0	7	0	1	0	0	11	148
PDE9A	PDE9A	NM_001001581.1	protein_coding	2	25	24	4172	7	0	2	136	0	3886	24	0	1	0	9	0	1	0	0	19	148
PDE9A	PDE9A	NM_001001582.1	protein_coding	2	28	25	4168	7	0	2	136	0	3882	25	0	1	0	9	0	1	0	0	22	148
PDE9A	PDE9A	NM_001001583.1	protein_coding	2	25	25	4171	7	0	2	136	0	3885	25	0	1	0	9	0	1	0	0	19	148
PDE9A	PDE9A	NM_001001584.2	protein_coding	2	22	17	4187	7	3	16	136	0	3887	17	0	1	0	10	0	1	0	0	11	148
PDE9A	PDE9A	NM_001001585.1	protein_coding	2	21	17	4187	7	3	19	136	0	3884	17	0	1	0	9	0	1	0	0	11	148
PDE9A	PDE9A	NM_001315533.1	protein_coding	2	23	20	4179	7	1	8	136	0	3887	20	0	1	0	9	0	1	0	0	16	148
PDE9A	PDE9A	NM_002606.3	protein_coding	2	28	26	4170	7	0	4	136	0	3881	26	0	1	0	9	0	1	0	0	22	149
PDXK	PDXK	NM_001331030.2	protein_coding	2	22	13	1088	241	1	6	155	0	489	13	0	0	0	10	2	0	0	0	15	203
PDXK	PDXK	NM_003681.5	protein_coding	0	23	14	1769	241	1	6	155	0	1224	14	0	0	0	10	0	0	0	0	16	149
PFKL	PFKL	NM_001002021.3	protein_coding	5	63	46	1428	19	2	10	227	0	1003	46	0	1	2	13	0	2	0	0	50	182
PFKL	PFKL	NM_002626.6	protein_coding	2	56	42	1439	19	0	1	227	0	1020	42	0	0	1	11	0	1	0	0	47	182
PICSAR	PICSAR	NR_024089.2		0	0	0	622	0	0	0	236	0	191	0	24	0	0	0	0	0	0	0	0	171
PIGP	PIGP	NM_001320480.1	protein_coding	0	15	10	530	5	5	17	126	0	225	10	0	0	0	4	0	0	0	0	7	160
PIGP	PIGP	NM_016430.3	protein_coding	0	15	9	533	5	6	17	126	0	228	9	0	0	0	4	0	0	0	0	5	160
PIGP	PIGP	NM_153681.2	protein_coding	1	14	12	510	5	3	17	126	0	203	12	0	0	0	4	1	0	0	0	8	162
PIGP	PIGP	NM_153682.2	protein_coding	0	14	10	530	5	4	10	126	0	232	10	0	0	0	4	0	0	0	0	7	160
PKNOX1	PKNOX1	NM_001286258.1	protein_coding	0	24	11	2015	110	2	8	55	0	1702	11	0	0	0	3	0	0	0	0	19	143
PKNOX1	PKNOX1	NM_001320694.2	protein_coding	0	26	11	2013	110	2	7	55	0	1700	11	0	0	0	3	0	0	0	0	21	144
PKNOX1	PKNOX1	NM_004571.5	protein_coding	0	26	11	2013	110	2	7	55	0	1700	11	0	0	0	3	0	0	0	0	21	144
PLAC4	PLAC4	NR_148920.1		0	0	0	592	0	0	0	149	0	0	0	302	0	0	0	0	0	0	0	0	141
POFUT2	POFUT2	NM_015227.6	protein_coding	0	17	29	1138	150	0	3	173	0	628	29	0	0	0	3	0	0	0	0	14	186
POFUT2	POFUT2	NM_133635.6	protein_coding	0	17	26	1141	71	0	3	173	0	710	26	0	0	0	4	0	0	0	0	14	186
POFUT2	POFUT2	NR_004858.3		0	6	0	1177	0	0	0	173	0	703	0	121	0	0	6	0	0	0	0	0	186
POFUT2	POFUT2	NR_148026.1		0	0	0	430	0	0	0	185	0	44	0	15	0	0	0	0	0	0	0	0	186
POTED	POTED	NM_174981.3	protein_coding	0	0	0	11	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	2
PPP1R2P2	PPP1R2P2	NR_144547.1		0	0	0	284	0	0	0	94	0	0	0	62	0	0	0	0	0	0	0	0	128
PRDM15	PRDM15	NM_001040424.2	protein_coding	1	88	50	2969	99	0	4	160	0	2569	50	0	0	0	13	0	1	0	0	77	148
PRDM15	PRDM15	NM_001282934.1	protein_coding	1	88	55	2964	99	0	4	160	0	2564	55	0	0	0	13	0	1	0	0	77	148
PRDM15	PRDM15	NM_022115.4	protein_coding	2	101	67	2839	8	0	4	152	0	2542	67	0	0	0	17	0	2	0	0	86	148
PRDM15	PRDM15	NR_104257.2		0	13	0	3091	0	0	0	160	0	2565	0	228	0	0	13	0	0	0	0	0	151
PRDM15	PRDM15	NR_104258.2		0	13	0	3091	0	0	0	160	0	2570	0	223	0	0	13	0	0	0	0	0	151
PRDM15	PRDM15	NR_104260.1		1	16	0	2571	0	0	0	160	0	2074	0	177	0	1	16	0	0	0	0	0	177
PRDM15	PRDM15	NR_135464.2		1	14	0	3089	0	0	0	160	0	2616	0	177	0	1	14	0	0	0	0	0	151
PRMT2	PRMT2	NM_001242864.2	protein_coding	0	20	10	1107	29	0	4	120	0	824	10	0	0	0	10	0	0	0	0	14	136
PRMT2	PRMT2	NM_001242865.2	protein_coding	0	24	21	828	88	0	4	147	0	459	21	0	0	0	10	0	0	0	0	17	136
PRMT2	PRMT2	NM_001242866.3	protein_coding	0	18	9	1020	60	0	4	153	0	673	9	0	0	0	8	0	0	0	0	13	135
PRMT2	PRMT2	NM_001286676.1	protein_coding	0	18	9	1110	28	0	4	120	0	828	9	0	0	0	9	0	0	0	0	12	136
PRMT2	PRMT2	NM_001286677.1	protein_coding	0	18	9	1110	29	0	4	120	0	826	9	0	0	0	8	0	0	0	0	13	136
PRMT2	PRMT2	NM_001286678.1	protein_coding	0	17	7	1113	29	0	4	120	0	829	7	0	0	0	8	0	0	0	0	12	136
PRMT2	PRMT2	NM_001535.4	protein_coding	0	22	14	1101	29	0	4	120	0	819	14	0	0	0	11	0	0	0	0	15	136
PRMT2	PRMT2	NM_206962.4	protein_coding	0	22	14	1100	29	0	7	120	0	816	14	0	0	0	11	0	0	0	0	15	135
PSMG1	PSMG1	NM_001261824.1	protein_coding	0	10	16	512	8	2	7	177	0	211	16	0	0	0	2	0	0	0	0	6	111
PSMG1	PSMG1	NM_001320795.1	protein_coding	1	11	12	516	8	4	19	177	0	203	12	0	0	0	2	1	0	0	0	5	111
PSMG1	PSMG1	NM_003720.4	protein_coding	0	9	16	532	23	1	4	183	0	211	16	0	0	0	2	0	0	0	0	6	113
PSMG1	PSMG1	NM_203433.2	protein_coding	0	9	16	513	8	2	7	177	0	212	16	0	0	0	2	0	0	0	0	5	111
PSMG1	PSMG1	NR_049728.1		0	1	0	535	0	0	0	177	0	213	0	35	0	0	1	0	0	0	0	0	111
PTTG1IP	PTTG1IP	NM_001286822.1	protein_coding	0	9	11	1321	53	3	19	208	0	883	11	0	0	0	4	0	0	0	0	2	162
PTTG1IP	PTTG1IP	NM_004339.4	protein_coding	0	8	14	1314	62	1	6	209	0	869	14	0	0	0	4	0	0	0	0	3	172
PTTG1IP	PTTG1IP	NR_104597.1		0	4	0	1334	0	0	0	208	0	874	0	94	0	0	4	0	0	0	0	0	162
PWP2	PWP2	NM_005049.3	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PWP2	PWP2.2	NM_005049.3.2	protein_coding	0	0	0	9	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2
RBM11	RBM11	NM_001320602.2	protein_coding	0	6	21	646	29	2	2	187	0	295	21	0	0	0	3	0	0	0	0	3	134
RBM11	RBM11	NM_144770.5	protein_coding	0	6	21	646	29	2	2	187	0	295	21	0	0	0	3	0	0	0	0	3	134
RBM11	RBM11	NR_135308.2		0	1	0	670	0	0	0	187	0	301	0	49	0	0	1	0	0	0	0	0	134
RBM11	RBM11	NR_135309.2		0	1	0	670	0	0	0	187	0	301	0	49	0	0	1	0	0	0	0	0	134
RBM11	RBM11	NR_135310.2		0	1	0	670	0	0	0	187	0	295	0	55	0	0	1	0	0	0	0	0	134
RBM11	RBM11	NR_135311.2		0	1	0	670	0	0	0	187	0	295	0	55	0	0	1	0	0	0	0	0	134
RCAN1	RCAN1	NM_001285389.2	protein_coding	0	10	6	3178	37	0	0	168	0	2843	6	0	0	0	0	0	0	0	0	10	130
RCAN1	RCAN1	NM_001285391.2	protein_coding	0	15	11	544	37	0	2	168	0	205	11	0	0	0	1	0	0	0	0	14	133
RCAN1	RCAN1	NM_001285392.2	protein_coding	0	11	4	559	37	4	11	168	0	210	4	0	0	0	0	0	0	0	0	7	133
RCAN1	RCAN1	NM_001285393.2	protein_coding	0	9	4	533	37	2	5	168	0	186	4	0	0	0	0	0	0	0	0	7	137
RCAN1	RCAN1	NM_001331016.1	protein_coding	1	10	16	449	8	1	13	145	0	135	16	0	0	0	0	0	1	0	0	9	148
RCAN1	RCAN1	NM_004414.7	protein_coding	0	13	9	3202	37	1	1	168	0	2867	9	0	0	0	0	0	0	0	0	12	129
RCAN1	RCAN1	NM_203417.2	protein_coding	0	10	4	3198	37	3	13	168	0	2852	4	0	0	0	0	0	0	0	0	7	128
RCAN1	RCAN1	NM_203418.3	protein_coding	0	10	8	603	37	0	5	168	0	247	8	0	0	0	0	0	0	0	0	10	146
RIPK4	RIPK4	NM_020639.3	protein_coding	0	73	48	1186	58	0	0	162	0	825	48	0	0	0	3	0	0	0	0	71	143
RIPPLY3	RIPPLY3	NM_001317768.1	protein_coding	2	7	11	641	42	0	9	149	0	325	11	0	0	0	1	0	2	0	0	6	117
RIPPLY3	RIPPLY3	NM_001317777.1	protein_coding	2	6	11	642	42	0	4	149	0	326	11	0	0	0	0	0	2	0	0	6	121
RIPPLY3	RIPPLY3	NM_018962.3	protein_coding	2	10	14	624	42	1	2	150	0	310	14	0	0	0	1	0	2	0	0	8	121
RNA28SN2	RNA28SN2	NR_146148.1		0	0	0	22	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA28SN5	RNA28SN5.2	NR_003287.4.2		0	0	0	28	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0
RNA45SN2	RNA45SN2	NR_146144.1		0	0	0	22	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
RRP1	RRP1	NM_003683.6	protein_coding	1	24	36	903	57	0	4	215	0	493	36	0	0	0	5	0	1	0	0	20	138
RRP1B	RRP1B	NM_015056.3	protein_coding	1	33	33	1278	66	1	4	167	0	881	33	0	1	0	3	0	0	0	0	29	164
RSPH1	RSPH1	NM_001286506.2	protein_coding	1	21	26	988	16	0	0	132	0	705	26	0	0	0	5	1	0	0	0	17	139
RSPH1	RSPH1	NM_080860.4	protein_coding	2	25	32	977	16	0	0	132	0	695	32	0	0	0	7	1	1	0	0	20	139
RUNX1	RUNX1	NM_001001890.3	protein_coding	0	19	13	2944	119	7	35	122	0	2555	13	0	0	0	2	0	0	0	0	10	115
RUNX1	RUNX1	NM_001122607.2	protein_coding	0	15	7	2145	11	7	35	144	0	1842	7	0	0	0	2	0	0	0	0	6	115
RUNX1	RUNX1	NM_001754.4	protein_coding	1	15	15	7515	119	1	5	122	0	7139	15	0	1	0	3	0	0	0	0	11	134
RUNX1-IT1	RUNX1-IT1	NR_026812.1		0	0	0	345	0	0	0	158	0	0	0	49	0	0	0	0	0	0	0	0	138
RWDD2B	RWDD2B	NM_001320724.1	protein_coding	0	13	12	565	18	1	9	170	0	260	12	0	0	0	4	0	0	0	0	9	110
RWDD2B	RWDD2B	NM_016940.3	protein_coding	0	12	15	602	56	0	4	172	0	262	15	0	0	0	5	0	0	0	0	9	110
S100B	S100B	NM_006272.3	protein_coding	0	4	2	496	20	1	2	169	0	141	2	0	0	0	2	0	0	0	0	1	165
SAMSN1	SAMSN1	NM_001256370.1	protein_coding	1	13	28	3306	15	1	5	155	0	3022	28	0	0	0	6	0	1	0	0	7	114
SAMSN1	SAMSN1	NM_001286523.1	protein_coding	0	9	15	2145	15	2	13	155	0	1810	15	0	0	0	4	0	0	0	0	3	156
SAMSN1	SAMSN1	NM_022136.5	protein_coding	0	9	19	2138	15	0	3	155	0	1814	19	0	0	0	4	0	0	0	0	5	155
SAMSN1-AS1	SAMSN1-AS1	NR_046512.2		0	1	0	792	0	0	0	174	0	421	0	26	0	0	1	0	0	0	0	0	172
SCAF4	SCAF4	NM_001145444.1	protein_coding	0	52	45	1880	8	3	12	162	0	1591	45	0	0	0	7	0	0	0	0	44	112
SCAF4	SCAF4	NM_001145445.1	protein_coding	0	52	44	1881	8	3	12	162	0	1592	44	0	0	0	6	0	0	0	0	44	112
SCAF4	SCAF4	NM_020706.2	protein_coding	0	52	45	1880	8	3	12	162	0	1591	45	0	0	0	7	0	0	0	0	44	112
SETD4	SETD4	NM_001007259.2	protein_coding	3	18	20	725	3	2	7	143	1	417	20	0	2	1	2	0	0	0	1	13	159
SETD4	SETD4	NM_001007261.2	protein_coding	3	17	18	729	3	3	13	143	0	416	18	0	2	1	3	0	0	0	1	11	159
SETD4	SETD4	NM_001286752.2	protein_coding	3	22	22	980	37	3	16	152	0	625	22	0	2	1	6	0	0	0	0	14	157
SETD4	SETD4	NM_017438.5	protein_coding	3	23	24	976	33	2	8	152	1	632	24	0	2	1	5	0	0	0	0	16	157
SETD4	SETD4	NR_040087.3		3	5	0	1015	0	0	0	152	0	637	0	77	2	1	5	0	0	0	0	0	157
SH3BGR	SH3BGR	NM_001001713.1	protein_coding	2	5	8	2147	13	0	3	140	0	1824	8	0	0	1	3	0	1	0	0	3	169
SH3BGR	SH3BGR	NM_001317740.1	protein_coding	1	10	12	1947	13	1	3	140	0	1668	12	0	0	0	3	1	0	0	0	7	124
SH3BGR	SH3BGR	NM_001317741.1	protein_coding	0	4	5	2153	13	0	7	140	0	1825	5	0	0	0	3	0	0	0	0	2	169
SH3BGR	SH3BGR	NM_001317742.1	protein_coding	2	6	8	2147	13	0	1	140	0	1826	8	0	0	1	4	0	1	0	0	3	169
SH3BGR	SH3BGR	NM_007341.2	protein_coding	2	11	15	1941	13	1	3	140	0	1663	15	0	0	0	3	1	1	0	0	8	123
SIK1	SIK1	NM_173354.5	protein_coding	0	0	0	5	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SIK1	SIK1.2	NM_173354.5.2	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
SIK1B	SIK1B	NM_001320643.3	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
SIK1B	SIK1B.2	NM_001320643.3.2	protein_coding	0	0	0	5	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SIM2	SIM2	NM_005069.6	protein_coding	0	42	41	1739	40	1	15	143	0	1419	41	0	0	0	11	0	0	0	0	33	130
SIM2	SIM2	NM_009586.5	protein_coding	2	42	39	1633	35	1	15	117	0	1344	39	0	0	0	10	0	1	1	0	33	130
SLC19A1	SLC19A1	NM_001205206.3	protein_coding	0	39	18	1389	93	1	6	269	0	879	18	0	0	0	7	0	0	0	0	31	149
SLC19A1	SLC19A1	NM_001205207.3	protein_coding	1	38	27	1154	122	0	7	269	0	589	27	0	0	0	4	0	1	0	0	34	171
SLC19A1	SLC19A1	NM_001352510.2	protein_coding	0	34	24	1389	122	2	16	269	0	837	24	0	0	0	4	0	0	0	0	28	149
SLC19A1	SLC19A1	NM_001352511.2	protein_coding	0	45	18	2045	93	6	18	269	0	1541	18	0	0	0	8	0	0	0	0	31	131
SLC19A1	SLC19A1	NM_001352512.2	protein_coding	0	39	28	1364	122	1	7	269	0	828	28	0	0	0	4	0	0	0	0	34	142
SLC19A1	SLC19A1	NM_194255.4	protein_coding	0	39	28	1379	122	1	6	269	0	837	28	0	0	0	4	0	0	0	0	34	149
SLC37A1	SLC37A1	NM_001320537.2	protein_coding	1	43	27	2605	45	3	26	205	0	2214	27	0	0	0	14	0	1	0	0	27	126
SLC37A1	SLC37A1	NM_018964.4	protein_coding	1	42	27	2976	45	4	14	205	0	2574	27	0	0	0	12	0	1	0	0	27	148
SLC5A3	SLC5A3	NM_006933.7	protein_coding	0	22	19	1210	275	1	14	149	0	641	19	0	0	0	2	0	0	0	0	19	131
SMIM11A	SMIM11A	NM_058182.4	protein_coding	0	0	0	4	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
SMIM11A	SMIM11A.2	NM_058182.4.2	protein_coding	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106
SMIM11B	SMIM11B	NM_001313692.1	protein_coding	0	0	0	4	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
SMIM11B	SMIM11B.2	NM_001313692.1.2	protein_coding	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105
SNORA80A	SNORA80A	NR_002996.2		0	1	0	271	0	0	0	135	0	0	0	5	0	0	1	0	0	0	0	0	132
SNORA91	SNORA91	NR_132773.1		0	0	0	312	0	0	0	162	0	0	0	3	0	0	0	0	0	0	0	0	147
SNORD159	SNORD159	NR_145780.1		0	0	0	293	0	0	0	121	0	0	0	1	0	0	0	0	0	0	0	0	171
SNORD74B	SNORD74B	NR_145757.1		0	0	0	271	0	0	0	127	0	0	0	3	0	0	0	0	0	0	0	0	141
SOD1	SOD1	NM_000454.4	protein_coding	0	12	4	560	8	3	14	151	0	236	4	0	0	0	1	0	0	0	0	8	152
SON	SON	NM_001291411.1	protein_coding	0	85	112	520	30	0	6	113	0	227	112	0	0	0	2	0	0	0	0	84	145
SON	SON	NM_001291412.2	protein_coding	0	19	7	1129	13	0	6	143	0	823	7	0	0	0	2	0	0	0	0	18	145
SON	SON	NM_032195.2	protein_coding	0	92	120	535	7	0	6	107	0	271	120	0	0	0	2	0	0	0	0	91	145
SON	SON	NM_138927.3	protein_coding	0	99	116	940	13	0	6	143	0	634	116	0	0	0	2	0	0	0	0	98	145
SON	SON	NR_103797.1		0	2	0	1153	0	0	0	143	0	634	0	233	0	0	2	0	0	0	0	0	145
SPATC1L	SPATC1L.2	NM_001142854.2.2	protein_coding	2	33	29	1034	9	5	27	188	0	640	29	0	1	1	4	0	0	0	0	24	175
SPATC1L	SPATC1L.2	NM_032261.5	protein_coding	1	20	16	1059	9	3	19	188	0	672	16	0	1	0	4	0	0	0	0	13	175
SSR4P1	SSR4P1	NR_027292.2		0	1	0	343	0	0	0	123	0	0	0	78	0	0	1	0	0	0	0	0	143
